impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K22-145844,A663232,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2432605,LOST,SÉbastien,Cat,Over 1 year<p/>,Male,Maine Coon,Unknown,"May 01, 2022",Date Lost,25900 block of  104TH AVE SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2432605,Image Copyright HLP Inc. 2022,"Description: Small for his breed but does have a black lip<p/>Age: Over 1 year<p/>Location Lost: 25928 104th Ave SE, Kent, WA 98030, Kent WA  98030<p/>Lost Date: 2022-05-01<p/>",
K22-146292,A664354,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2438889,LOST,Lovegood,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Black,"May 10, 2022",Date Lost,2ND  AVE N AND VALLEY ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2438889,Image Copyright HLP Inc. 2022,"Description: Black and white, tuxedo pattern, short hair. White brows, whiskers, paws, chin strap and belly<p/>Age: Over 1 year<p/>Location Lost: 2nd Ave N and Valley St, Seattle WA  98109<p/>Lost Date: 2022-05-10<p/>",
K22-146375,A664529,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664529,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Male,Domestic Longhair,Brn Tabby / White,"May 20, 2022",Received on,16200 block of  184TH AVE SE,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664529,Image Copyright HLP Inc. 2022,"Received on: 2022-05-20<p/> Found Near: 16200 block of  184TH AVE SE<p/> Description: Brn Tabby / White Male Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-146407,A664610,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664610,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,NO AGE,Neutered Male,Australian Cattle Dog / Mix,Tan,"May 21, 2022",Received on,45100 block of  SE 140TH ST,NORTH BEND,WA,98045,NORTH BEND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664610,Image Copyright HLP Inc. 2022,"Received on: 2022-05-21<p/> Found Near: 45100 block of  SE 140TH ST<p/> Description: Tan Neutered Male Australian Cattle Dog / Mix Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-145622,A658282,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Frankie,Dog,6 YEARS 3 MONTHS,Neutered Male,Chihuahua - Smooth Coated / Mix,Brown / White,"Apr 26, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,RENTON,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A658282,Image Copyright HLP Inc. 2022,"Received on: 2022-04-26<p/> Description: Brown / White Neutered Male Chihuahua - Smooth Coated / Mix Dog<p/> Age: 6 YEARS 3 MONTHS<p/> Adoption Fee: $150.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Frankie and I am available for adoption. I weigh 12.6 pounds. <p/><p/>I was surrendered by my previous owner on 2/23/22 because they could no longer care for me. I lived in a home with other small dogs.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my handling sensitivities, so I would do best with a family who is willing to work with me and help me become the best dog I can be! I may be small but I am not a lap dog and I would like to be pet only on my terms. <p/><p/>I am very treat motivated and walk well on leash.<p/><p/>I am an independent dog who likes to do my own thing!<p/><p/>My caregivers have noticed that I seem to do well with other small dogs. When meeting dogs in a new home, I would do best with a slow introduction. <p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>I would do best in a home with older children.<p/><p/>I have been known to resource guard, meaning that I am displaying behavior that is intended to convince other dogs or humans to stay away from a particular treasure or ""resource."" The resource that I tend to guard is food and treats. If you take me home you will benefit from in home guidance to help to manage and improve this behavior.<p/>",RED
K22-146258,A664280,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2438531,In Public Home,,Dog,Unknown<p/>,Female,Siberian Husky,Unknown,"May 16, 2022",Date Found,RUSSELL  ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2438531,Image Copyright HLP Inc. 2022,"<p/>Age: Unknown<p/>Found Near: Russell road, Kent WA  98032<p/>Found Date: 2022-05-16<p/>",
K22-146282,A664327,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Male,Domestic Shorthair,Brn Tabby,"May 17, 2022",Received on,16300 block of  42ND AVE S,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664327,Image Copyright HLP Inc. 2022,Received on: 2022-05-17<p/> Found Near: 16300 block of  42ND AVE S<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-145549,A662482,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,1 YEAR,Male,Domestic Shorthair,Black,"Apr 24, 2022",Received on,29200 block of  51ST AVE S,AUBURN,WA,98001,KING COUNTY,,,,Image Copyright HLP Inc. 2022,Received on: 2022-04-24<p/> Found Near: 29200 block of  51ST AVE S<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/>,
K22-145997,A663652,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2435152,LOST,Loki,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Black,"May 02, 2022",Date Lost,GREENWOOD  & 137TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2435152,Image Copyright HLP Inc. 2022,"Description: Black cat, about 10 pounds, male, and 2 years old. His hair is short/medium. <p/>Age: Over 1 year<p/>Location Lost: Greenwood & 137th, Seattle WA  98133<p/>Lost Date: 2022-05-02<p/>",
K22-145496,A662335,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2427067,LOST,Luna,Cat,Unknown<p/>,Female,American Shorthair,Black,"Apr 21, 2022",Date Lost,12500 block of  SE 216TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2427067,Image Copyright HLP Inc. 2022,"<p/>Age: Unknown<p/>Location Lost: 12524 SE 216th street, Kent WA  98031<p/>Lost Date: 2022-04-21<p/>",
K22-145427,A662126,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2425905,LOST,Moose,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"Apr 18, 2022",Date Lost,25200 block of  LAKE FENWICK ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2425905,Image Copyright HLP Inc. 2022,"Description: Tan with White underbelly, His paws are white and he has a back paw that the white goes up his leg. Green Eyes. <p/>Age: Over 1 year<p/>Location Lost: 25207 Lake Fenwick Road, Kent WA  98032<p/>Lost Date: 2022-04-18<p/>",
K22-145520,A662427,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2427605,LOST,Hua,Cat,Over 1 year<p/>,Male,Exotic Shorthair,Brown,"Apr 22, 2022",Date Lost,7500 block of  166TH AVE NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2427605,Image Copyright HLP Inc. 2022,"Description: I Lost my CAT at Redmond Town Center (The shopping center at downtown Redmond), Central Parking Lot, Floor 1 (P-1). It is the biggest parking lot with 3 floors totally.<p/>Last seen: April.22, 2022. Time: 6:35 - 7 PM. (Friday afternoon)<p/>2 years old. Neutered. No collar. No microchip.<p/>Color: Tabby (Brown & Black) eye: yellow & black Weight: 12.5 lbs<p/>Exotic shorthair mixed breed. He has flat face and short nose. Easily to have tears. His legs are kind of short.<p/>Appreciate it for any help!<p/>Age: Over 1 year<p/>Location Lost: 7525 166th Ave NE, Redmond, WA, Redmond WA  98052<p/>Lost Date: 2022-04-22<p/>",
K22-145550,A662483,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,3 YEARS,Unknown,Domestic Shorthair,Black,"Apr 24, 2022",Received on,12200 block of  NE 136TH PL,KIRKLAND,WA,98034,KIRKLAND,,,,Image Copyright HLP Inc. 2022,Received on: 2022-04-24<p/> Found Near: 12200 block of  NE 136TH PL<p/> Description: Black Unknown Domestic Shorthair Cat<p/> Age: 3 YEARS<p/>,
K22-146420,A664629,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2440624,LOST,Melody,Cat,Unknown<p/>,Unknown,Domestic Shorthair,Unknown,"May 16, 2022",Date Lost,227TH 227TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2440624,Image Copyright HLP Inc. 2022,"Description: Melody is a 1 year old domestic short hair male that have not been neutered yet. He is a black and white tuxedo indoor cat with hazel eyes. Keep in mind that the photo was taken back in 2021 and his appearance might be slightly different than from before. We dearly miss him and it will be appreciated if you contact us seen or Found.<p/>Age: Unknown<p/>Location Lost: 227th, Kent WA  98031<p/>Lost Date: 2022-05-16<p/>",
K22-146098,A657730,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A657730,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Arrow,Rat,NO AGE,Male,Rat,Brown / White,"May 11, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A657730,Image Copyright HLP Inc. 2022,"Received on: 2022-05-11<p/> Description: Brown / White<p/>  Male Rat Rat<p/> Age: NO AGE<p/> Adoption Fee: $5.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Arrow and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on February 10th, 2022.<p/><p/>My personality color is BLUE. I am a gentle and loving rat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K22-146401,A664601,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664601,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 WEEKS,Unknown,Domestic Shorthair,Black / White,"May 21, 2022",Received on,24400 block of  148TH AVE SE,KENT,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664601,Image Copyright HLP Inc. 2022,"Received on: 2022-05-21<p/> Found Near: 24400 block of  148TH AVE SE<p/> Description: Black / White Unknown Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-145370,A661808,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2424227,LOST,Hitch,Cat,Under 1 year<p/>,Male,Domestic Mediumhair,Unknown,"Apr 14, 2022",Date Lost,"40700 block of  264TH AVE SE,",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2424227,Image Copyright HLP Inc. 2022,"Description: He is a grey and white neutered male. He will be a year next year and on the larger side for his age. We think he may have slipped out the back door when my husband let our dog out to pee at 2am Thursday morning. Please call if you have him. We miss him so much. Thank you!<p/>Age: Under 1 year<p/>Location Lost: 40709 264th Ave SE, Apt 3, Enumclaw WA  98022<p/>Lost Date: 2022-04-14<p/>",
K22-146209,A664140,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,9 WEEKS,Male,Domestic Shorthair,Brn Tabby,"May 15, 2022",Received on,7500 block of  NE BOTHELL WAY,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664140,Image Copyright HLP Inc. 2022,Received on: 2022-05-15<p/> Found Near: 7500 block of  NE BOTHELL WAY<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-146027,A663709,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,8 WEEKS,Male,Domestic Shorthair,Brn Tabby / White,"May 10, 2022",Received on,300 block of,,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663709,Image Copyright HLP Inc. 2022,Received on: 2022-05-10<p/> Found Near: 300 block of <p/> Description: Brn Tabby / White Male Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-145903,A663384,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2433515,LOST,Ali,Cat,Over 1 year<p/>,Female,American Shorthair,Black,"May 05, 2022",Date Lost,2500 block of  5TH AVE W,SEATTLE,WA,98119,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2433515,Image Copyright HLP Inc. 2022,"Description: Ali has a black, shiny coat and green eyes. She's 4 years old and on the small side, but definitely not skinny. She's wearing a red collar with her name and my phone number, with several bells on it. She's typically friendly and goes up to strangers.<p/>Age: Over 1 year<p/>Location Lost: 2552 5th Ave West, Seattle WA  98119<p/>Lost Date: 2022-05-05<p/>",
K22-146385,A664543,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2440160,LOST,Larry,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"May 19, 2022",Date Lost,800 block of  WOODFORD AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2440160,Image Copyright HLP Inc. 2022,"<p/>Age: Over 1 year<p/>Location Lost: 826 Woodford Ave, Kent WA  98031<p/>Lost Date: 2022-05-19<p/>",
K22-146307,A664372,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2439020,LOST,Mots,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"May 17, 2022",Date Lost,TROSSACHS  BLVD SE AND SE 18TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2439020,Image Copyright HLP Inc. 2022,"Description: Black and brown marble tabby, average size, 12 years old, has a couple cysts on her back that are small but can be felt when petting her, super sweet, loves popcorn. <p/>Age: Over 1 year<p/>Location Lost: Trossachs Blvd SE and SE 18th Street, Sammamish WA  98075<p/>Lost Date: 2022-05-17<p/>",
K22-146404,A664606,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664606,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Female,Domestic Shorthair,Tortie / White,"May 21, 2022",Received on,11000 block of  24TH PL SW,SEATTLE,WA,98146,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664606,Image Copyright HLP Inc. 2022,"Received on: 2022-05-21<p/> Found Near: 11000 block of  24TH PL SW<p/> Description: Tortie / White Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-145599,A662570,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2428763,In Public Home,,Dog,Under 1 year<p/>,Unknown,Belgian Malinois,Unknown,"Apr 24, 2022",Date Found,29TH  PL S AND S 282 ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2428763,Image Copyright HLP Inc. 2022,"Description: Puppy approximately 4-6 months old. Had a caller but no identification attached. No chip. Black nose, some white but mostly fawn color. <p/>Age: Under 1 year<p/>Found Near: 29th PL S and S 282 ST, Federal Way WA  98003<p/>Found Date: 2022-04-24<p/>",
K22-145729,A662888,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Brn Tabby,"Apr 29, 2022",Received on,800 block of  S 112TH ST,SEATTLE,WA,98168,KING COUNTY,,,,Image Copyright HLP Inc. 2022,Received on: 2022-04-29<p/> Found Near: 800 block of  S 112TH ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: NO AGE<p/>,
